;Full Recipe
755;"<|startofrecipe|>ingredients:
graham crackers
sugar
margarine
pecans
milk
baking powder
maraschino cherries
eggs
coconut
vanilla
directions:
mix sugar, eggs and margarine in bowl, then add cracker crumbs. add coconut, pecans, cherries and vanilla.
add baking powder in the milk and pour into batter.
bake at 350° for 1 hour.<|endofrecipe|>"
756;"<|startofrecipe|>ingredients:
oleo
cocoa
sugar
milk
oatmeal
peanut butter
vanilla
directions:
put oleo, cocoa, sugar and milk in saucepan.
bring to a boil. boil one minute.
add oatmeal, peanut butter and vanilla.
mix well.
drop by spoonfuls onto waxed paper.
chill.<|endofrecipe|>"
757;"<|startofrecipe|>ingredients:
margarine
brown sugar
eggs
vanilla
flour
baking powder
salt
nuts
directions:
cream margarine and sugar on medium speed for 5 minutes.
add eggs, one at a time, and vanilla.
mix on low speed until blended. combine dry ingredients.
add to creamed mixture.
mix on low speed until blended.
add nuts; mix to blend.
spread mixture evenly in 2 greased 12 x 18 x 2-inch baking pans.
bake at 325° for 25 minutes.
cut 5 x 6-inch.
yield:
60 portions.<|endofrecipe|>"
758;"<|startofrecipe|>ingredients:
pie shells
sausage
eggs
cheddar cheese
mozzarella cheese
salt
directions:
brown sausage and drain off fat.
beat eggs.
add in cheeses and sausage.
pour into pie shells.
bake 30 minutes at 350°.<|endofrecipe|>"
759;"<|startofrecipe|>ingredients:
butter
dates
sugar
pecans
rice krispies
vanilla
directions:
cook butter, dates and sugar until very thick. add remaining ingredients. mix. cool until lukewarm. roll into balls, then roll in sifted confectioners sugar.<|endofrecipe|>"
760;"<|startofrecipe|>ingredients:
onion
butter
all-purpose
condensed chicken broth
milk
carrots
celery
broccoli florets
american cheese
directions:
in a large saucepan, saute onion in butter.
add flour and stir to make paste.
gradually add chicken broth and milk.
cook until mixture thickens, about 8 to 10 minutes.
add carrots, celery and broccoli; heat through.
add cheese; heat until cheese is melted and vegetables are tender.
yield:
6 to 8 servings (2 quarts).<|endofrecipe|>"
761;"<|startofrecipe|>ingredients:
pasta
italian sweet sausages
olive oil
onion
garlic
parsley
tomatoes
tomato sauce
directions:
prick the sausages with a sharp fork, cover with cold water and bring to a boil.
simmer, uncovered, about 10 minutes; drain and dry.
slice in rounds.
heat the oil in a skillet and add the sausage, onion, garlic and parsley.
cook, stirring often, until meat and vegetables are golden brown, then add tomatoes and tomato sauce.
simmer covered while you prepare pasta.
drain pasta and mix with sausage and sauce.<|endofrecipe|>"
762;"<|startofrecipe|>ingredients:
flour
nuts
margarine
cream cheese
topping
instant chocolate pudding
instant vanilla pudding
milk
powdered sugar
topping
nuts
directions:
combine flour, nuts and melted margarine and mix well.
press into bottom of 11 3/4 x 7 1/2-inch baking dish.
bake at 350° for 15 minutes.
cool.
combine softened cream cheese and powdered sugar and mix well until blended.
fold in whipped topping. spread over crust.
chill.
prepare chocolate pudding; mix as directed on package.
spread over cream cheese mixture.
prepare vanilla pudding mix as directed on package and spread over chocolate pudding.
cut into squares and garnish with additional whipped topping and chopped nuts.<|endofrecipe|>"
763;"<|startofrecipe|>ingredients:
eggs
oil
sugar
vanilla
flour
soda
salt
allspice
baking powder
cinnamon
zucchini
pineapple
directions:
beat eggs; add oil, sugar and vanilla.
mix well.
add crushed pineapple.
sift dry ingredients.
stir in zucchini.
mix well all ingredients.
pour into loaf pans.
bake at 325° for 1 hour and 45 minutes.<|endofrecipe|>"
764;"<|startofrecipe|>ingredients:
eggs
egg yolks
milk
flour
ground cornmeal
sugar
salt
butter
directions:
in blender combine eggs, egg yolks, milk, flour, cornmeal, sugar and salt.
blend until smooth.
mixture should be consistency of unbeaten whipping cream.
set aside in refrigerator at least 1 hour.
remove batter from refrigerator and stir well with whisk. heat 9-inch nonstick pan over medium-high heat.
rub lightly with butter.
pour about 1/4 cup of crepe batter in center of pan, tilting and angling pan to spread batter evenly over entire bottom. return pan to heat and cook 1 minute, until top of crepe appears dry.
turn crepe and cook briefly on opposite side.
remove to plate and repeat until all batter is used.
leftover crepes can be stored in refrigerator wrapped in plastic wrap 2 days.
makes 12 crepes.<|endofrecipe|>"
765;"<|startofrecipe|>ingredients:
green pepper
onion
cucumber
celery
tomatoes
salad seasonings
italian dressing
directions:
cook spaghetti.
dice vegetables together.
after spaghetti is cooked and cooled, add vegetables, salad seasonings and italian dressing.
mix.
if making for next day, wait and add tomatoes that day.<|endofrecipe|>"
766;"<|startofrecipe|>ingredients:
grated ham
cheddar cheese
bisquick
directions:
roll in balls and bake 10 minutes.<|endofrecipe|>"
767;"<|startofrecipe|>ingredients:
egg scramblers
sugar
vanilla
milk
milk
directions:
beat scramblers in large bowl.
mix in evaporated milk, sugar and vanilla until sugar dissolves.
pour into freezer and add enough 2% milk to fill 1 gallon freezer.
freeze and enjoy.
can add 3 bananas, 1 pint strawberries or 6 peaches.<|endofrecipe|>"
768;"<|startofrecipe|>ingredients:
onion
potatoes
green beans
hamburger
celery soup
cheese soup
biscuits
directions:
slice potatoes and onion.
put on bottom of pan.
drain green beans and put on top.
layer hamburger over beans.
pour celery over hamburger.
place biscuits on top.
spread cheese soup over biscuits.
bake at 350° for 1 hour.<|endofrecipe|>"
769;"<|startofrecipe|>ingredients:
green onion
onion
butter
spinach
cream cheese
feta cheese
eggs
salt
pepper
phyllo pastry
butter
directions:
saut onions in butter until soft.
add spinach and saut a few minutes longer; cool.
add cream cheese, feta, eggs, salt and pepper; mix well.
place 10 layers of phyllo pastry sheets in a 12 x 16 x 2-inch pan, brushing each sheet well with melted butter. add spinach mixture, then place another 10 layers of phyllo, buttering each sheet.
bake at 350° for 30 minutes.
cut into squares before serving.
you can brush the spanakopeta with a slightly beaten egg before baking for a nice luster.
i use margarine as all butter is very rich.<|endofrecipe|>"
770;"<|startofrecipe|>ingredients:
chicken breasts
frozen corn
celery
chicken broth
onion
cornstarch
cornbread mix
cheddar cheese
jalapeno peppers
taco salsa
directions:
combine chicken, corn, broth, celery and onion.
bring to a boil.
reduce heat; simmer for 15 minutes, uncovered.
add salsa. stir 2 tablespoons water into cornstarch.
add to chicken mixture. cook and stir until bubbles.
cook an additional 2 minutes. prepare cornbread according to package.
pour chicken mixture into a 10 x 6 x 2-inch dish.
sprinkle with cheese and jalapeno peppers. spoon cornbread on top.
bake for 20 minutes at 425°.<|endofrecipe|>"
771;"<|startofrecipe|>ingredients:
italian seasoned tomatoes
onion soup
salt
water
directions:
shake 1 tablespoon flour in the oven cooking bag.
add all ingredients to bag and squeeze to mix.
tie bag and place in a 9 x 13-inch pan.
slit bag with 6 (1/2"") cuts to vent.
bake at 325° for approximately 2 hours.
slit open and put back in pan to serve.<|endofrecipe|>"
772;"<|startofrecipe|>ingredients:
eggs
brown sugar
white sugar
vanilla
soda
oatmeal
chocolate chips
candies
syrup
peanut butter
directions:
makes lots of cookies!!!<|endofrecipe|>"
773;"<|startofrecipe|>ingredients:
philadelphia cream cheese
garlic cheese
pecans
directions:
let cheese soften to room temperature, then blend both cheeses together until thoroughly mixed.
shape into one big ball.
chill. roll in crushed pecans.
serve with any type crackers.<|endofrecipe|>"
774;"<|startofrecipe|>ingredients:
head lettuce
celery
green pepper
frozen green peas
mayonnaise
sugar
cheddar cheese
directions:
seal and refrigerate overnight. next day, mix. can add cooked bacon (approximately 8 slices, chopped).<|endofrecipe|>"
775;"<|startofrecipe|>ingredients:
onions
garlic
oil
butter
creamed spinach
parmesan cheese
romano cheese
tortellini
heavy cream
directions:
saute onions and garlic in butter and oil until transparent. add spinach and heavy cream.
simmer; throw in cheeses.
stir and shut heat off.
make tortellini according to directions on box. mix all ingredients when tortellini are tender.
serve hot.<|endofrecipe|>"
776;"<|startofrecipe|>ingredients:
stew meat
onion soup
cream of mushroom soup
directions:
mix ingredients in glass baking dish.
cover and bake until tender at 325°.
serve over cooked rice.<|endofrecipe|>"
777;"<|startofrecipe|>ingredients:
eggs
pumpkin
water
flour
baking soda
cinnamon
salt
sugar
oil
vanilla
cloves
nutmeg
directions:
sift flour.
measure and resift with dry ingredients.
beat eggs well.
add sugar gradually.
using medium speed of mixer, add pumpkin.
reduce to low speed and add oil, water, vanilla and dry ingredients.
mix well.
pour into 2 greased and floured loaf pans (5 1/2 x 9 1/2 x 2 1/2-inch).
bake for 1 hour at 325°.<|endofrecipe|>"
778;"<|startofrecipe|>ingredients:
yellow squash
onion
water chestnuts
margarine
pimento
almonds
sour cream
mushroom soup
stuffing mix
directions:
cook
squash, onions and pimento together.
drain well; then add sour cream, mushroom soup and water chestnuts.
place in
the bottom
of
a 3-quart greased casserole dish, 1/2 the package
of stuffing mix and 1/2 stick of margarine.
add the squash
mixture. put
the
other half of the stuffing mix and the
almonds on top of the casserole.
dot with remaining half stick of margarine. bake at 350° for 30 minutes.<|endofrecipe|>"
779;"<|startofrecipe|>ingredients:
yellow cake mix
lemon jello
water
eggs
oil
directions:
mix cake mix and dry jello with 3/4 cup water.
add eggs and oil and beat 2 minutes.
bake at 350° for 40 minutes in a 9 x 13-inch pan.
when cake is done, punch holes in cake (all over) with a large fork.<|endofrecipe|>"
780;"<|startofrecipe|>ingredients:
hash browns
salt
margarine
cream of chicken soup
sour cream
onion
cheddar cheese
directions:
mix all ingredients well.
pour into 9 x 12-inch pan.
bake in a preheated 350° oven for 1 hour.
serves 8 to 10.<|endofrecipe|>"
781;"<|startofrecipe|>ingredients:
rice
onion
broccoli
cream of celery soup
margarine
directions:
melt margarine, cheese and soup until creamy.
add rice, onion and broccoli.
stir until well blended.
pour into ungreased 13 x 9-inch pan.
bake 35 to 40 minutes at 350°.<|endofrecipe|>"
782;"<|startofrecipe|>ingredients:
pork sausage
onion
green pepper
tomatoes
sugar
chili powder
salt
macaroni
sour cream
directions:
in a 10-inch microwave cooker, cook sausage, onion and green pepper for 6 minutes, stirring once.
drain off fat.
stir tomatoes, sugar, chili powder, salt and cooked macaroni into sausage mixture.
cook 6 minutes.
stir in sour cream.
heat 1 to 2 minutes.<|endofrecipe|>"
783;"<|startofrecipe|>ingredients:
butter flavor
brown sugar
egg
milk
vanilla flavor
flour
oats
baking soda
salt
cinnamon
raisins
walnuts
directions:
heat oven to 375°.
lightly grease baking sheet with butter flavor crisco.
combine crisco, brown sugar, egg, milk and vanilla in a large bowl.
beat at medium speed with mixer.
blend well. combine oats, flour, baking soda, salt and cinnamon.
mix into creamed mixture at low speed until blended.
stir in raisins and nuts.
drop rounded tablespoonful of dough 2-inches apart.
bake for 10 to 15 minutes, or until lightly brown.
cool, then serve.<|endofrecipe|>"
784;"<|startofrecipe|>ingredients:
fish fillet
lemon juice
garlic powder
paprika
parsley
directions:
arrange fish in shallow plate.
pour lemon juice over fish and sprinkle with garlic powder and paprika.
top with parsley.
cover with plastic wrap and microwave for 2 minutes.<|endofrecipe|>"
785;"<|startofrecipe|>ingredients:
creamette shells
ground beef
celery
onion
tomatoes
tomato paste
salt
oregano
pepper
american cheese
directions:
prepare creamette shells according to package directions. drain.
cook ground beef, celery and onion.
drain excess fat. add tomatoes with liquid (breaking up with spoon), tomato paste, salt, oregano and pepper.
simmer 5 minutes.
combine meat mixture with shells and pour into a 3-quart casserole.
top with cheese. bake in a 350° oven for 25 to 30 minutes.<|endofrecipe|>"
786;"<|startofrecipe|>ingredients:
eggs
flour
sugar
vinegar
water
salt
butter
directions:
beat eggs.
add other ingredients in order given, except butter.
when almost done, add butter.
cook on low heat until thick.
can add dry mustard or celery seed.<|endofrecipe|>"
787;"<|startofrecipe|>ingredients:
chicken broth
flour
baking powder
salt
milk
directions:
heat broth.
thicken broth as
thin
gravy.
mix flour, baking powder and salt.
add milk as
for drop biscuits.
drop onto boiling broth.
put lid on.
cook about 10 to 15 minutes.<|endofrecipe|>"
788;"<|startofrecipe|>ingredients:
ground beef
onion
vegetable oil
elbow macaroni
tomato soup
kidney beans
salt
pepper
chili powder
grated cheese
directions:
brown beef and onions in oil.
add soup and simmer 15 minutes. add macaroni, beans and seasonings; heat.	pour in casserole dish.
top with grated cheese.
bake 20 minutes at 375°.<|endofrecipe|>"
789;"<|startofrecipe|>ingredients:
eggs
cornstarch
pineapple
sugar
butter
directions:
mix all ingredients together.
cook until thick (approximately 7 minutes in microwave).
pour over 6 medium-size apples, cubed, and 1 cup of marshmallows.
let cool.
add nuts or raisins, if desired.<|endofrecipe|>"
790;"<|startofrecipe|>ingredients:
gelatine
tomato juice
tomato juice
lemon juice
tabasco sauce
worcestershire sauce
salt
olives
celery
sugar
directions:
mix together the gelatin in cold tomato juice.
put into mixture of remaining ingredients.<|endofrecipe|>"
791;"<|startofrecipe|>ingredients:
butter
sugar
eggs
flour
vanilla
directions:
grease and flour bottom of 10-inch tube pan.
cream the butter and sugar.
add eggs, one at a time, beating after each.
sift flour and add to creamed mixture.
add vanilla.
pour in pan. bake at 325° for 1 hour or until done.
cool in pan 5 minutes.<|endofrecipe|>"
792;"<|startofrecipe|>ingredients:
eggs
almond extract
baking soda
sugar
flour
directions:
beat eggs until light.
add sugar and beat until mixture is very stiff and light, about 15 minutes at high speed on electric mixer.
add extract, flour and soda; mix thoroughly.
roll out on lightly floured surface with regular rolling pin to 1/2 to 1/4-inch thickness.
roll with springerle rolling pin to 1/4-inch thickness, pressing only once for clear imprint.
cut along dividing lines to separate cookies.<|endofrecipe|>"
793;"<|startofrecipe|>ingredients:
pinto beans
ground meat
taco sauce
green chilies
tomatoes
chili powder
bell pepper
cumin
onions
garlic
directions:
cook beans.
brown meat, then add other ingredients and simmer for 10 minutes.
add meat mixture to beans and simmer for one hour.<|endofrecipe|>"
794;"<|startofrecipe|>ingredients:
haddock
salt
egg
milk
flour
baking powder
cornmeal
directions:
cut haddock
into serving-size pieces, sprinkle lightly with salt.
mix	1/4 teaspoon salt with remaining ingredients, dip haddock pieces into
egg mixture.
fry in deep fat at 375° for 5 minutes or until brown.<|endofrecipe|>"
795;"<|startofrecipe|>ingredients:
sugar
milk
flour
eggs
salt
butter
vanilla
directions:
scald milk.
mix sugar, flour and salt together.
add to scalded milk in heavy pan or double boiler.
stir constantly. cook until thick; add slightly beaten eggs and cook 2 minutes more.
remove from heat and add butter and vanilla.
stir until smooth and butter melts.<|endofrecipe|>"
796;"<|startofrecipe|>ingredients:
blueberry pie filling
pineapple
lemon juice
milk
graham cracker crusts
marshmallows
directions:
mix eagle brand milk and lemon juice until thickened.
fold in pie filling and drained pineapple.
fold in cool whip.
pour into pie shells.
garnish with graham cracker crumbs and/or miniature marshmallows.
put in refrigerator and chill 3 or 4 hours or overnight.<|endofrecipe|>"
797;"<|startofrecipe|>ingredients:
celery
onion
green pepper
pimento
sugar
salad oil
white vinegar
directions:
toss all ingredients together. cover. let marinate in the refrigerator 24 hours.<|endofrecipe|>"
798;"<|startofrecipe|>ingredients:
sour cream
sugar
vanilla
peaches
graham cracker crust
directions:
mix thoroughly sour cream, sugar and vanilla.
add well-drained, diced peaches.
pour into graham cracker crust. bake at 325° for 25 minutes.
cool completely, then refrigerate.<|endofrecipe|>"
799;"<|startofrecipe|>ingredients:
cold milk
chocolate instant pudding
topping
chocolate sandwich cookies
gummy worms
flowers
directions:
will also need 8 to 10 (7 oz.) clear plastic cups<|endofrecipe|>"
800;"<|startofrecipe|>ingredients:
jello
gelatin
directions:
mix together and add 5 c. boiling water. dissolve completely. let set in refrigerator.<|endofrecipe|>"
801;"<|startofrecipe|>ingredients:
rice
broccoli
onion
pimentos
cream of chicken soup
milk
directions:
cook rice. cook broccoli. saut the onions. add pimento, soup, milk and cheez whiz. mix with rice and broccoli. pour into casserole. bake at 350° for 10 minutes. top with grated cheese. bake until cheese is melted.<|endofrecipe|>"
802;"<|startofrecipe|>ingredients:
butter
flour
sugar
brown sugar
coconut
salt
baking soda
pecans
eggs
flour
vanilla
powdered sugar
lemon juice
directions:
mix well and top after pan has cooled.<|endofrecipe|>"
803;"<|startofrecipe|>ingredients:
crisco
flour
milk
corn
sugar
salt
pepper
eggs
directions:
melt crisco; add flour and mix well.
add milk gradually and bring to the boiling point, stirring constantly.
add corn, sugar, salt and pepper and heat thoroughly.
remove from fire; add well beaten eggs and pour into a greased baking dish.
bake in oven at 350° for 25 minutes, or until corn is firm.<|endofrecipe|>"
804;"<|startofrecipe|>ingredients:
eggs
sugar
butter
flour
salt
soda
sour cream
vanilla extract
lemon extract
orange extract
directions:
in mixing bowl cream together sugar and butter until light and fluffy.
add eggs, one at a time, beating well after each egg. sift together flour, salt and soda.
add to creamed mixture alternately with sour cream, beating after each addition.
add extract and beat well.
pour batter into a greased and floured 10-inch tube pan.
bake at 350° for 1 1/2 hours.<|endofrecipe|>"
805;"<|startofrecipe|>ingredients:
potatoes
onion
milk
butter
corned beef hash
corn
bread crumbs
directions:
layer potatoes and onion in bottom of baking dish.
dot with butter or oleo.
add salt and pepper.
cover with corned beef hash.
follow with creamed corn.
top with bread crumbs.
cover and bake at 350° for 10 minutes.
uncover and bake 25 minutes more.<|endofrecipe|>"
806;"<|startofrecipe|>ingredients:
sugar
salt
flour
cornstarch
water
egg yolks
butter
lemon juice
lemon
directions:
blend together sugar, salt, flour and cornstarch.
stir in water.
cook over low heat, stirring constantly until mixture thickens.
stir a little of this hot mixture into beaten egg yolks.
combine mixes and cook a minute longer, stirring constantly.
add lemon juice, rind and butter.
pour in baked pastry shell.
brown in slow oven at 325° for 14 to 20 minutes or until meringue is delicately browned.<|endofrecipe|>"
807;"<|startofrecipe|>ingredients:
cream cheese
carrots
onion
cucumber
mayonnaise
salt
directions:
grind or grate the 3 vegetables.
drain well.
add mayonnaise to softened cream cheese and mix well.
add well drained vegetables, salt and red pepper.
spread on crackers.
top with olives or pimentos.<|endofrecipe|>"
808;"<|startofrecipe|>ingredients:
popcorn oil
cereal
nuts
pretzels
crackers
directions:
mix together popcorn oil and dressing mix; set aside.
put cereal, nuts, pretzels and crackers in big bowl and mix together. put oil mixture on to coat and let set for 6 hours tossing ingredients together every couple of hours.<|endofrecipe|>"
809;"<|startofrecipe|>ingredients:
lamb
onion
garlic
fresh ginger
pepper
shoyu
honey
peanut
directions:
puree onion, garlic, ginger and pepper in food processor.
mix together with shoyu, honey and oil.
spread marinade on both sides of butterflied leg of lamb.
put lamb and marinade in a plastic bag in refrigerator.
lamb can marinate overnight.
turn several times.<|endofrecipe|>"
810;"<|startofrecipe|>ingredients:
ground beef
ground pork
tomato juice
oats
eggs
catsup
onion
celery
green pepper
carrot
basil
oregano
paprika
salt
pepper
worcestershire
parsley flakes
garlic powder
mushrooms
brown sugar
ketchup
mustard
directions:
bake in two loaf pans in 400° oven for 15 minutes, then in 350° oven until brown.
can put glaze on top before baking:<|endofrecipe|>"
811;"<|startofrecipe|>ingredients:
butter
sugar
eggs
lemon extract
flour
baking powder
salt
savers
directions:
mix together butter, sugar, eggs and lemon extract.
blend in flour, baking powder and salt.
cover and chill at least 1 hour. roll dough 1/8-inch thick on a lightly floured board.
cut into desired shapes.
cut a small hole in center with a sharp knife. place cookies on foil covered baking sheet.
place a life saver in the center of each cookie.
bake at 375° for 7 to 9 minutes until lightly browned or until candy is melted.
cool on baking sheet. store in layers between wax paper.
these freeze nicely.
yields 6 dozen.<|endofrecipe|>"
812;"<|startofrecipe|>ingredients:
cake flour
sugar
baking powder
ground cinnamon
salt
vegetable oil
egg yolks
lemon juice
bananas
egg whites
cream of tartar
directions:
sift flour, 1 cup of the sugar, baking powder, cinnamon and salt into medium-size bowl.
make a well in center and add in order:
oil, egg yolks, lemon juice and banana; beat with spoon until smooth.
bake at 325° for 1 hour and 10 minutes.
makes one 10-inch tube cake.
easy to make.
needs no frosting and keeps deliciously moist.<|endofrecipe|>"
813;"<|startofrecipe|>ingredients:
italian dressing
salt
pepper
garlic
italian bread crumbs
directions:
prepare chicken for baking.
season chicken with salt, pepper and garlic.
pour italian dressing over chicken.
top with italian bread crumbs.
preheat oven.
bake for 20 to 25 minutes or until tender at 375°.
enjoy!<|endofrecipe|>"
814;"<|startofrecipe|>ingredients:
boiling water
oats
brown sugar
white sugar
margarine
eggs
flour
cinnamon
soda
salt
directions:
mix oats with boiling water. let sit. cream together the sugars, margarine and eggs. add oatmeal and mix well. add dry ingredients. mix well. pour into greased and floured 9 x 13 pan. bake at 350° for 45 minutes.<|endofrecipe|>"
815;"<|startofrecipe|>ingredients:
apples
water
sugar
cinnamon
flour
salt
baking powder
vegetable shortening
milk
vegetable oil
directions:
in a saucepan, combine apples and water. simmer until tender, then cool. mash apples, stir in sugar and cinnamon. chill; combine flour, salt and baking powder. cut in shortening until well blended. add milk, a little at a time to form dough. chill for 1 hour. roll dough out to 1/4 inch thick. cut into 4 inch rounds. place about 2 tablespoons of the apple filling in the center of each circle. moisten the edges with water then fold the pastry in half, pressing the edges together. heat oil to 370° and fry the pies until brown.<|endofrecipe|>"
816;"<|startofrecipe|>ingredients:
carrots
water
parsley
butter
ground ginger
tarragon
garlic salt
pepper
directions:
mix all ingredients in a 1-quart casserole.
cover with lid or vented plastic wrap.
microwave on high 6 to 8 minutes, stirring twice,
until carrots are almost tender.
let stand 3 minutes or until
tender.
makes
4 servings; 73 calories per serving.<|endofrecipe|>"
817;"<|startofrecipe|>ingredients:
pineapple
cinnamon
rum
fresh strawberries
peaches
cantaloupe
directions:
in saucepan over medium heat, heat pineapple juice and cinnamon stick to boiling.
reduce heat.
cover and cook about 5 minutes. remove cinnamon stick.
add rum extract.
in medium bowl, mix strawberries, peaches, cantaloupe and pineapple.
pour pineapple juice over fruit and toss.
refrigerate.
makes 4 (1/2 cup) servings.
refreshing diet food.<|endofrecipe|>"
818;"<|startofrecipe|>ingredients:
marshmallows
sour cream
mandarin oranges
pineapple
directions:
fold all ingredients together.
refrigerate 8 to 12 hours before serving.<|endofrecipe|>"
819;"<|startofrecipe|>ingredients:
milk
sugar
egg yolks
butter
vanilla
angel
pecans
directions:
mix together first 5 ingredients.
cook and stir over medium heat until thickened, about 12 minutes.
add coconut and pecans. cool until thick enough to spread, beating occasionally.
makes 2 1/4 cups.<|endofrecipe|>"
820;"<|startofrecipe|>ingredients:
smooth peanut butter
mein noodles
butterscotch morsels
peanuts
directions:
melt peanut butter and morsels together in a saucepan over low heat.
add noodles and peanuts to mixture until well coated.
form little clusters on wax paper and allow to harden in refrigerator. makes 24 pieces.<|endofrecipe|>"
821;"<|startofrecipe|>ingredients:
chocolate pudding
chocolate
chocolate chips
nuts
whipped cream
directions:
cook pudding according to directions.
blend cake mix into hot pudding.
pour into greased 9 x 13-inch pan.
sprinkle chocolate chips and nuts over top.
bake 30 to 35 minutes at 350°.
serve with whipped cream.<|endofrecipe|>"
822;"<|startofrecipe|>ingredients:
ground pork sausage
onion
green pepper
pork
barbecue flavored seasoning
directions:
cook sausage, onion and green pepper in a large skillet until sausage browns and crumbles. drain.
stir in beans and seasoning mix.
cook over low heat 15 minutes, stirring occasionally.<|endofrecipe|>"
823;"<|startofrecipe|>ingredients:
butter
celery
onion
cream of chicken soup
broccoli
rice
grated cheese
directions:
melt butter and saute celery and onion.
add 1 cup cream of chicken soup and bring to boil.
add broccoli, rice and cheese. cook at 350° until bubbly.<|endofrecipe|>"
824;"<|startofrecipe|>ingredients:
bread
peanut butter
cooking oil
graham cracker crumbs
confectioners sugar
directions:
freeze bread to slice it.
cut each slice into 5 strips, leaving crust on.
place on baking sheet and bake 1 1/2 hours at 200° oven.
mix cooking oil and peanut butter in top of double boiler.
cook until boiling point, stirring until well mixed.<|endofrecipe|>"
825;"<|startofrecipe|>ingredients:
frozen rolls
vanilla
butter
cinnamon
nuts
brown sugar
milk
butter
sugar
salt
cardamon
cakes yeast
flour
eggs
mixed candied fruit
raisins
yeast
water
shortening
sugar
salt
flour
milk
eggs
vanilla
directions:
soften dry yeast in 1/4 cup lukewarm water.
in a large bowl, combine and mix like pie crust until crumbly the shortening, sugar, salt and 2 cups flour.
scald milk and add to the dry ingredients in the bowl.
stir until smooth.
then add whole eggs, one at a time, and beat well. add softened yeast and vanilla.<|endofrecipe|>"
826;"<|startofrecipe|>ingredients:
rolls
apples
margarine
sugar
cinnamon
regular mountain dew
directions:
place 1 apple slice in each triangle of the crescent dough. roll from large end to smaller.
place all rolled up slices in a 9 x 13 inch baking dish.
in a small saucepan, melt margarine, then stir in sugar and cinnamon.
pour this mixture over all the rolled up slices and then pour mountain dew over all and bake at 350 degrees for 45 minutes.
good served with ice cream.<|endofrecipe|>"
827;"<|startofrecipe|>ingredients:
water
anchovy
green pepper
pimento
egg
green onions
dressing
cognac
butter
thin white bread slices
worcestershire sauce
directions:
in medium bowl, combine tuna, anchovies, green pepper, pimento, egg and 2 tablespoons russian dressing.
mix well and set aside.
in small bowl, mix remaining russian dressing with cognac and set aside.
in hot butter in a chafing dish or larger pan, saute bread until well browned and butter is absorbed.
in same pan, spread tuna mixture over bread.
cover with russian dressing mixture.
sprinkle 1/2 teaspoon worcestershire sauce over each. heat over low heat for 5 to 10 minutes or until very hot.
serve immediately.<|endofrecipe|>"
828;"<|startofrecipe|>ingredients:
cheerios
rice
apple juice
worcestershire sauce
garlic powder
onion powder
directions:
combine dry cereals to make 5 cups; add pretzel sticks. combine apple juice, worcestershire sauce and seasonings.
toss with cereals.
place on shallow nonstick baking pan.
bake at 275° for 1 hour.
stir every 10 minutes.
cool before serving.
serves 8; 90 calories, 1.3 gm fat (13%).<|endofrecipe|>"
829;"<|startofrecipe|>ingredients:
layer
instant vanilla pudding
fruit cocktail
pineapple
cherry pie filling
pecans
coconut
frozen whipped topping
maraschino cherries
directions:
prepare cake mix by package directions.
bake into layers. cool layers.
prepare 1 box pudding mix.
place 1 cake layer (cut into cubes) in bottom of punch bowl.
spoon the prepared pudding mix evenly over cake.
top with half of fruit cocktail, 1 can pineapple, 1/2 of fruit cocktail, 1/2 of cherry pie filling, 1 cup nuts and 1 package coconut.
spread 1 container whipped topping evenly over top.
repeat layers.
garnish top with maraschino cherries, if desired.
chill until ready to serve.
refrigerate any leftovers.<|endofrecipe|>"
830;"<|startofrecipe|>ingredients:
egg whites
lemon juice
coconut
sugar
cream of tartar
all-purpose flour
directions:
heat oven to 300°.
line 12 muffin cups with paper liners. put room temperature egg whites in medium all metal or glass bowl with cream of tartar and beat at high speed until foamy. add sugar, 2 tablespoons at a time, beating until whites hold stiff glossy peaks.
add lemon juice and flour.
fold in with a spatula until blended.
fold in coconut.
spoon into the lined muffin cups. bake 30 to 35 minutes. cool on a rack.
as soon as you can, remove them from the pan.<|endofrecipe|>"
831;"<|startofrecipe|>ingredients:
shrimp
scallops
flour
butter
mushrooms
onion
light cream
buttered ritz crackers
water
white wine
directions:
boil water and wine.
cook shrimp in water 3 minutes.
remove and cook scallops in same liquid for 6 minutes.
reserve 1 cup liquid for later.<|endofrecipe|>"
832;"<|startofrecipe|>ingredients:
cheddar cheese
cheddar cheese
velveeta cheese
cream cheese
worcestershire sauce
onion
nuts
directions:
allow cheese to set at room temperature.
cut into chunks and blend until fluffy.
add worcestershire sauce and onion.
cool in refrigerator and shape into two or three balls.
roll in chopped nuts.<|endofrecipe|>"
833;"<|startofrecipe|>ingredients:
graham cracker crumbs
oleo
eggs
powdered sugar
pineapple
bananas
nuts
directions:
combine graham cracker crumbs and 1 stick melted oleo.
pat in bottom of pan. beat 2 cups powdered sugar, 2 sticks oleo and eggs 15 minutes.
pour over crumb mixture. slice layer of bananas on this. spread drained pineapple, then cool whip on top.
sprinkle with nuts and cherries.
refrigerate overnight.<|endofrecipe|>"
