;Full Recipe
8588;"<|startofrecipe|>ingredients:
mixed beans
water
ham hocks
onion
garlic
ground red pepper
tomatoes
lemon juice
salt
black pepper
ham
directions:
select beans from:
northern, pinto, lima (large or small), black-eyed, garbanzo, small white, kidney (red or white), pink, red, black, and navy.<|endofrecipe|>"
8589;"<|startofrecipe|>ingredients:
pineapple
strawberry jello
cottage cheese
directions:
mix pineapple and jello.
boil 3 minutes.
cool.
mix with cottage cheese and cool whip.
chill.<|endofrecipe|>"
8590;"<|startofrecipe|>ingredients:
mushrooms
green pepper
butter
salt
pepper
chicken broth
cream
chicken
pimento
flour
directions:
saute mushrooms and green pepper in butter.
blend in flour and seasonings.
cook over low heat, stirring, until mixture is smooth and bubbly.
remove from heat.
slowly stir in broth and cream.
bring to boil over low heat, stirring constantly.
boil for 1 minute.
add chicken and pimento; continue cooking until meat is heated through.
serve over noodles.<|endofrecipe|>"
8591;"<|startofrecipe|>ingredients:
broccoli
cauliflower
purple onion
miracle
red wine vinegar
sugar
bacon
cheddar cheese
directions:
fry bacon until crisp.
let cool.
chop broccoli and cauliflower into bite-size pieces.
add chopped onion.
mix miracle whip, vinegar and sugar; add to mixture.
stir together and add cheese and bacon.
if more dressing is desired, make another batch.<|endofrecipe|>"
8592;"<|startofrecipe|>ingredients:
tomatoes
fresh basil
garlic
ricotta cheese
milk
freshly ground pepper
freshly ground nutmeg
fontina cheese
mozzarella cheese
rotelle
parmesan cheese
directions:
combine first 4 ingredients in medium bowl.
let stand at room temperature 1 to 2 hours, stirring occasionally.
fluff ricotta with fork; thin to creamy consistency with milk.
season with pepper and nutmeg.
mix in fontina and mozzarella.
let stand at room temperature while cooking pasta.<|endofrecipe|>"
8593;"<|startofrecipe|>ingredients:
flour
baking powder
baking soda
salt
margarine
peanut butter
sugar
eggs
vanilla
directions:
in small bowl, stir flour, baking powder, baking soda and salt.
beat margarine and peanut butter until smooth.
blend in sugar, then add eggs and vanilla.
add flour mixture and blend well.
dough may need refrigeration to easily shape into 1-inch balls.
place 2 inches apart on ungreased cookie sheet.
flatten with fork (dip fork in sugar if you choose).
bake at 350° for 12 minutes or until lightly browned.
makes 6 dozen.<|endofrecipe|>"
8594;"<|startofrecipe|>ingredients:
crisco
egg
cloves
soda
salt
sugar
sugar
molasses
flour
cinnamon
ginger
directions:
cream shortening with 1 cup sugar until light and fluffy.
add egg and molasses; mix well.
in separate bowl combine flour, soda, cinnamon, salt, ginger and cloves.
add about 1/4 of dry mixture at a time to creamed mixture.
mix until smooth after each addition.
chill 1 hour.
roll dough into 1-inch balls.
roll in sugar.
place 2 inches apart on ungreased cookie sheet.
bake at 325° for 10 minutes.<|endofrecipe|>"
8595;"<|startofrecipe|>ingredients:
eggs
salt
mayonnaise
shredded cheese
directions:
cut eggs in two.
take out yolks.
mix yolks, salt, pepper, mayonnaise and mustard.
add cheese; mix well and stuff whites. sprinkle with paprika to give that holiday look!<|endofrecipe|>"
8596;"<|startofrecipe|>ingredients:
flour
sugar
margarine
shortening
coffee
buttermilk
eggs
soda
vanilla
cocoa
directions:
in a large bowl, combine flour and sugar.
in heavy saucepan, combine margarine, shortening, coffee or water and cocoa.
stir and heat to boiling.
pour boiling mixture over the flour and sugar in the bowl.
add buttermilk, eggs, soda and vanilla; mix well.
pour into a well buttered 17 1/2 x 11-inch pan.
bake at 400° for 20 minutes or until done.
while brownies bake, prepare frosting.<|endofrecipe|>"
8597;"<|startofrecipe|>ingredients:
white wine
olive oil
gourmet parmesan
boneless skinless chicken breast halves
onions
directions:
mix wine, olive oil and salad dressing mix.
heat 1/4 cup of the dressing mixture in a large skillet on medium heat.
add chicken; cook 8 minutes or until cooked through and browned on both sides.
add remaining dressing mixture, onions and almonds. cook 4 minutes, stirring constantly.
serve hot over cooked pasta. makes 4 servings.<|endofrecipe|>"
8598;"<|startofrecipe|>ingredients:
cornstarch
blueberries
tart shells
sugar
water
butter
directions:
combine cornstarch, sugar and water.
add washed blueberries and butter.
cook and stir over medium heat until mixture is thickened and clear.
cool slightly.
fill tart shells with blueberry mixture and top with whipped cream, if desired.
makes 6 servings.<|endofrecipe|>"
8599;"<|startofrecipe|>ingredients:
chicken breasts
corn
chicken broth
water
sherry
salt
cornstarch
water
directions:
mix the cornstarch and water to thicken. garnish with diced ham and parsley.<|endofrecipe|>"
8600;"<|startofrecipe|>ingredients:
veal cutlets
flour
salt
pepper
garlic
green onions
fresh mushrooms
sherry
mustard
olive oil
heavy cream
tomatoes
parsley flakes
directions:
blend salt and pepper with flour.
dip cutlets in flour and brown
in olive oil in a large skillet.
remove meat; add onions, garlic,
mustard, wine, tomatoes and bouillon cube to skillet. mix
well
and
heat.
return
meat
to
skillet and simmer for 20 minutes.
add mushrooms and parsley and continue to cook 10 to 15 minutes.
remove meat to a warm platter.
add cream
to
the skillet, mix well and heat until smooth.
pour sauce over meat and serve.
serves 6.<|endofrecipe|>"
8601;"<|startofrecipe|>ingredients:
flour
baking powder
salt
water
oil
oil
directions:
in a mixing bowl, combine all ingredients, except oil, and knead until smooth.
rub 1 tablespoon oil or shortening over dough; cover and let rest for about 30 minutes.<|endofrecipe|>"
8602;"<|startofrecipe|>ingredients:
olive oil
butter
onion
red
tomatoes
okra
salt
directions:
chop onion, red or green peppers, peel and chop tomatoes and slice the okra.
heat oil and butter in heavy nonstick skillet. add onion and pepper.
cook over medium heat until onion is soft but not brown.
add tomatoes and okra.
stir well.
add salt and pepper to taste.
cover and simmer 15 to 20 minutes or until okra is tender.<|endofrecipe|>"
8603;"<|startofrecipe|>ingredients:
cucumbers
onions
green peppers
garlic
salt
white sugar
vinegar
turmeric
celery
directions:
mix cukes, onions, peppers, garlic and salt well.
cover with ice; let set 3 hours.
drain.
add remaining ingredients; just barely bring to a boil.
put in clean jars and seal.<|endofrecipe|>"
8604;"<|startofrecipe|>ingredients:
flour
salt
baking powder
butter
milk
directions:
mix and sift flour, salt and baking powder.
cut in the butter, using pastry blender.
add milk slowly, tossing the mixture together lightly.
use only enough milk to hold ingredients together.
roll as for pie crust.
cover top of meat mixture.
bake required time.<|endofrecipe|>"
8605;"<|startofrecipe|>ingredients:
bisquick
water
beans
ground beef
taco salsa
cheddar cheese
directions:
grease 10 x 10 x 1 1/2-inch baking dish. mix bisquick, water and beans; spread in dish. layer remaining ingredients over bean mixture. bake 30 minutes at 400°.
serve with sour cream.<|endofrecipe|>"
8606;"<|startofrecipe|>ingredients:
florida grapefruit
florida oranges
fresh strawberries
sugar
flaked coconut
directions:
section grapefruit and 2 oranges.
slice remaining peeled orange crosswise, 1/4-inch thick.
combine grapefruit, oranges and strawberries.
sprinkle with sugar, if desired.
turn into serving bowl and sprinkle with coconut.
yield: 8 servings.<|endofrecipe|>"
8607;"<|startofrecipe|>ingredients:
eggs
sugar
flour
soda
baking powder
zucchini
vegetable oil
vanilla extract
ground cinnamon
salt
directions:
combine eggs, oil, sugar and vanilla. mix well. combine dry ingredients. add to oil mixture, mixing well. stir in grated zucchini.
pour batter into a greased and floured 10-inch bundt pan. bake at 350° for 55 to 60 minutes. allow to cool 10 minutes before removing from pan. serve as is or spoon glaze of powdered sugar over cake.<|endofrecipe|>"
8608;"<|startofrecipe|>ingredients:
chicken
doritos
ro-tel tomatoes
cream of celery soup
cream of mushroom soup
cheddar cheese
directions:
place half of crushed doritos in bottom of a 9 x 13-inch casserole dish.
mix soups and ro-tel tomatoes.
layer doritos, chicken, onion and half of grated cheese.
repeat layers and pour soup mixture over layers.
top with remaining cheese and bake at 350° for 35 minutes or until bubbly.<|endofrecipe|>"
8609;"<|startofrecipe|>ingredients:
sugar
salt
eggs
margarine
corn syrup
flour
vanilla
pecan halves
directions:
beat together the sugar, corn syrup, salt, flour and eggs. add the vanilla, margarine and pecan halves.
pour into unbaked shell.
turn rounded side of pecans up.
bake in slow oven at 300° for 1 hour.
cool before cutting.
serve with ice cream or whipped cream, if desired.<|endofrecipe|>"
8610;"<|startofrecipe|>ingredients:
flour
brown sugar
double-acting baking powder
milk
chunky peanut butter
margarine
egg
vanilla extract
directions:
spray
9
x
5
x
3-inch loaf pan with nonstick cooking spray; set aside.
on paper plate or sheet of wax paper combine dry
ingredients;
set aside.
preheat oven to 350°.
in medium bowl,
using
a
wire whisk or fork, combine remaining ingredients, beating until egg is blended (peanut butter and margarine will
be
lumpy).
stir in dry ingredients, stirring just until moistened.
pour into sprayed pan and bake for 45 to 50 minutes (until
loaf
is
golden and a cake tester, inserted in center, comes
out dry).
set loaf in pan on wire rack for 5 minutes to cool
slightly,
then
invert
onto
rack for 5 minutes to cool slightly,
then
invert
onto
rack.
remove
pan
and let cool completely.
to serve, cut into 12 equal slices.<|endofrecipe|>"
8611;"<|startofrecipe|>ingredients:
barbecue sauce
catsup
oil
vinegar
sugar
red pepper
garlic
worcestershire sauce
lemon juice
salt
directions:
mix well.
cook over low heat for 20 to 25 minutes.<|endofrecipe|>"
8612;"<|startofrecipe|>ingredients:
cream cheese
cheddar cheese
pineapple
nuts
velveeta cheese
directions:
combine all the ingredients until smooth.
place some finely chopped nuts on the wax paper and roll the cheese mixture in it. this will make one large roll or three small ones.
chill until firm.<|endofrecipe|>"
8613;"<|startofrecipe|>ingredients:
chicken
thin noodles
american cheese
cream of mushroom soup
green pepper
onion
pimento
directions:
cook and drain noodles.
combine all ingredients and top with 3/4 cup of the grated cheese (put remaining cup in mixture).
cook in 350° oven for about 40 minutes.<|endofrecipe|>"
8614;"<|startofrecipe|>ingredients:
pink salmon
salt
pepper
hot milk
cracker crumbs
paprika
lemon juice
egg yolks
egg whites
directions:
remove skin and bones from salmon; mash fine.
add salt, pepper, paprika, lemon juice, beaten egg yolks, cracker crumbs and hot milk.
fold in egg whites, which have been beaten stiff.
pour into well-greased pan.
bake at 350° for 1 hour.
serves 4 to 5.<|endofrecipe|>"
8615;"<|startofrecipe|>ingredients:
apples
sugar
vegetable oil
vanilla
egg whites
flour
baking powder
baking soda
cinnamon
salt
raisins
lemon rind
directions:
preheat oven to 350°.
combine apples and sugar in a mixing bowl.
blend oil, vanilla and egg whites with apples and sugar. combine the dry ingredients and mix in well.
stir in raisins and lemon rind.
pour into 8-inch square cake pan.
bake 35 to 40 minutes in a lightly greased pan until toothpick comes out dry.<|endofrecipe|>"
8616;"<|startofrecipe|>ingredients:
potatoes
cheddar
butter
sour cream
green onion
salt
pepper
butter
directions:
cook potatoes in their skins.
cool.
peel and shred coarsely. over low heat, combine cheese and 1/4 cup butter, stirring occasionally until almost melted.
remove from heat and blend in sour cream, onions, salt and pepper.
fold in potatoes and turn into a greased 2-quart casserole.
dot with 2 tablespoons butter and bake at 350` for 25 minutes or until heated through.
serves 6 to 8.<|endofrecipe|>"
8617;"<|startofrecipe|>ingredients:
ground beef
onion
vegetable oil
clove garlic
cinnamon
cumin seed
ground cloves
tomatoes
cider vinegar
raisins
salt
almonds
directions:
in a large saucepan, brown meat and onion in oil over high heat.
drain off excess fat.
add garlic, cinnamon, cumin and cloves.
stir and cook 1 minute.
add remaining ingredients and simmer, uncovered, 30 minutes.
makes 6 servings.<|endofrecipe|>"
8618;"<|startofrecipe|>ingredients:
bread
butter
butterscotch pudding mix
pecans
raisins
white sugar
brown sugar
cinnamon
directions:
grease an angel food cake pan with shortening.
put nuts and raisins in bottom of pan.
cut dough lengthwise in half.
cut each half into 6 pieces.
arrange in pan, then sprinkle with butterscotch pudding and cinnamon.
in saucepan, mix the melted butter, sugar and brown sugar.
bring to a boil.
remove from heat and pour over dough.
cover pan with a cloth and let rise overnight (about 8 hours).
bake at 350° for 30 minutes.
remove from oven and let set 2 to 3 minutes.
invert pan on plate and serve. preparation time:
20 minutes.<|endofrecipe|>"
8619;"<|startofrecipe|>ingredients:
crescent rolls
cream cheese
mayonnaise
dressing
vegetables
directions:
flatten rolls in jellyroll pan.
bake at 350° for 7 minutes. cool.
spread with mixture of cream cheese, mayonnaise and ranch dressing.
top with chopped and/or grated vegetables.
refrigerate until served.<|endofrecipe|>"
8620;"<|startofrecipe|>ingredients:
lean ground beef
hot italian sausage
red onion
garlic
egg
tomato paste
red wine
bread crumbs
rosemary
pepper
directions:
remove casings from sausage.
combine ground beef and sausage in a bowl.
add red onion, garlic, egg and tomato paste.
combine to blend well.
add wine or broth and bread crumbs and mix thoroughly.
shape meat mixture into a loaf.
place in a loaf pan.
sprinkle with rosemary.
bake at 350° for about 1 hour or until meat loaf tests done.
garnish with pepper rings.<|endofrecipe|>"
8621;"<|startofrecipe|>ingredients:
flour
sugar
egg
milk
salad oil
baking powder
salt
berries
directions:
*if using self-rising flour, omit baking powder and salt.<|endofrecipe|>"
8622;"<|startofrecipe|>ingredients:
lime gelatin
boiling water
pear juice
salt
vinegar
cream cheese
ground ginger
directions:
dissolve gelatin in boiling water.
add the pear juice, salt and vinegar.
pour 1/2 inch of gelatin into a mold; chill until firm.
chill remaining gelatin until syrupy.
place gelatin bowl into a bowl of crushed ice and whip until thick.
beat cream cheese with ginger; fold in the whipped gelatin and fold in the pears.
pour over the firm first layer of gelatin.
chill until firmly set.
serves 8 to 10.<|endofrecipe|>"
8623;"<|startofrecipe|>ingredients:
flour
margarine
sugar
coconut
crushed soda crackers
directions:
mix together first 4 ingredients.
put 1/2 mixture in 9 x 13-inch pan.
spread pie filling on top of mixture.
put other half of mixture on top of pie filling.
bake 30 to 40 minutes until bubbly and slightly brown.<|endofrecipe|>"
8624;"<|startofrecipe|>ingredients:
milk
lemon juice
fruit cocktail
pineapple
topping
graham cracker crust
directions:
mix ingredients; pour into graham cracker crusts.
allow to congeal in refrigerator.
makes 2 pies.<|endofrecipe|>"
8625;"<|startofrecipe|>ingredients:
marshmallows
pistachio pudding
pineapple
nuts
directions:
put all ingredients in a bowl and stir together.
chill and serve.<|endofrecipe|>"
8626;"<|startofrecipe|>ingredients:
buttermilk
egg
sugar
oil
flour
salt
soda
baking powder
directions:
mix all together in order listed.
beat by hand.
it won't be smooth.
pour on hot griddle and serve with syrup.<|endofrecipe|>"
8627;"<|startofrecipe|>ingredients:
shortening
sugar
eggs
red food coloring
cocoa
flour
salt
soda
vanilla
buttermilk
vinegar
directions:
make paste from cocoa and food coloring; set aside.
cream shortening and sugar.
add eggs and milk, then add food coloring and cocoa mixture.
beat well.
add flour and vanilla alternately with buttermilk.
mix soda and vinegar last.
add this to mixture. beat lightly after adding this.
makes 3 layers.
cook at 350° for 30 minutes or until toothpick comes out clean when inserted.<|endofrecipe|>"
8628;"<|startofrecipe|>ingredients:
cake mix
egg beaters
vanilla
cream cheese
powdered sugar
butter
directions:
preheat oven to 300°.
spray 9 x 11-inch glass dish with no-fat spray.
mix cake mix, 1/4 cup egg beaters, butter buds and vanilla.
spread in pan.<|endofrecipe|>"
8629;"<|startofrecipe|>ingredients:
carrots
green pepper
onions
tomato soup
vinegar
vegetable oil
sugar
dry mustard
salt
directions:
cook carrots 15 to 20 minutes.
drain.
mix together soup, vinegar, oil, sugar, mustard, salt and pepper; heat until sugar melts.
(i add pepper and onions to sauce to soften and enhance flavor.)
when no sugar granules are left, pour over carrots and place in fridge.
keeps great and may be served hot or cold.<|endofrecipe|>"
8630;"<|startofrecipe|>ingredients:
peanut butter
confectioners sugar
cornstarch
sugar
milk
egg yolks
margarine
vanilla
egg whites
directions:
mix peanut butter and confectioners sugar and crumble together.
cook next four ingredients until thick and then add margarine and vanilla.
add powdered sugar and peanut butter mixture to the saucepan and stir until the mixture is dissolved. pour
in pie shell.
beat egg whites until stiff and sweeten. pour egg white mixture over pie and cook 10 minutes at 350° or until golden brown.<|endofrecipe|>"
8631;"<|startofrecipe|>ingredients:
chicken thighs
oleo
cornflakes
garlic salt
paprika
pepper
directions:
mix cornflakes, garlic salt, paprika and pepper.
remove skin and dip pieces in oleo or buttermilk.
roll chicken in crumbs and place untouching in foil lined cookie sheet or shallow pan.
bake 1 hour at 350°.<|endofrecipe|>"
8632;"<|startofrecipe|>ingredients:
ground italian sausage
ground beef
eggs
onion
garlic
bread crumbs
parsley
red wine
basil
thyme
oregano
salt
fresh basil
tomatoes
jack cheese
directions:
in a large bowl, mix together sausage, ground beef, eggs, onion, garlic, bread crumbs, parsley, wine, basil, thyme, oregano and salt.
put mixture on a piece of parchment paper, pressing out to about 3/4-inch thick, forming a rectangle.
layer on basil leaves, sundried tomatoes and cheese. roll meat loaf, jelly roll fashion.<|endofrecipe|>"
8633;"<|startofrecipe|>ingredients:
butter
sugar
vanilla extract
all-purpose
cornstarch
directions:
place softened butter in a large mixing bowl.
beat at medium speed with an electric mixer until creamy.
gradually add sugar, beating well.
stir in vanilla extract.
combine flour and cornstarch; gradually add to butter mixture, beating at lowest speed after each addition.
press into a 15 x 10 x 1-inch jellyroll pan.
bake at 350° for 15 minutes.
reduce heat to 325° and bake 20 additional minutes or until top is lightly browned. cool in pan 5 minutes on a wire rack; cut shortbread into 1 inch squares.
store in an airtight container
at room temperature up to 1 week or freeze up to 3 months.
yield: 12 1/2 dozen.<|endofrecipe|>"
8634;"<|startofrecipe|>ingredients:
fryer
onion
garlic
bay leaves
wesson oil
salt
tomato
green pepper
white rice
water
pimento
directions:
in 2 ounces oil, fry chicken until slightly brown; set aside. saute onion, garlic and pepper in remaining 2 ounces oil in large dutch oven.
add chopped tomato and simmer until soft.
add water, vigo flavoring, bay leaf and salt.
stir well; bring to a boil. add chicken and simmer until the chicken is tender, 20 to 30 minutes.
(you may want to take the chicken off the bone and return to pot.) bring back to a boil; add rice and simmer (without lifting lid) for 25 to 30 minutes or until done.
garnish with pimento and green peas.<|endofrecipe|>"
8635;"<|startofrecipe|>ingredients:
ground beef
potatoes
onion
peas
tomato soup
water
salt
directions:
peel and slice potatoes and onion.
into medium size casserole dish, layer beef, onions, potatoes, peas and carrots, seasoning each layer.
add tomato soup evenly over top, then pour water on juice until liquid is 3/4 up the dish.
cover and cook at 375° for 90 minutes or until vegetables are tender and liquid is thickened.<|endofrecipe|>"
8636;"<|startofrecipe|>ingredients:
carrots
tomato soup
oil
sugar
vinegar
onion
green pepper
worcestershire
directions:
cook carrots in salted water. set aside. combine remaining ingredients. cook until peppers are tender. add to carrots. refrigerate overnight.<|endofrecipe|>"
8637;"<|startofrecipe|>ingredients:
sweet potatoes
light brown sugar
salt
nutmeg
light corn syrup
milk
eggs
pecans
butter
directions:
mix ingredients well. pour into a buttered pan. bake in oven 1 hour at 350°. serve with cream.<|endofrecipe|>"
8638;"<|startofrecipe|>ingredients:
cauliflower
bunches broccoli
onion
mushrooms
cherry tomatoes
mayonnaise
dressing
hormel real bacon bits
apple cider vinegar
sugar
directions:
place all vegetables in a large bowl.
combine rest of ingredients and stir until well blended.
pour over vegetables, toss and refrigerate until ready to serve.<|endofrecipe|>"
8639;"<|startofrecipe|>ingredients:
thin pretzels
butter
cream cheese
sugar
pineapple
directions:
preheat oven to 350°.
in a 13 x 9-inch baking dish, spread broken thin pretzels; pour melted butter over pretzels and bake 10 minutes.
remove from oven.
cool.
mix together cream cheese, sugar and cool whip and pour over pretzel crust.
top with pineapple or cherry pie filling.
chill before serving.<|endofrecipe|>"
8640;"<|startofrecipe|>ingredients:
tapioca
brown sugar
lemon juice
cold water
sugar
salt
blueberries
butter
sugar
brown sugar
salt
milk
water
flour
egg yolks
butter
directions:
mix all ingredients together in a double boiler and pour into baked pie shell.<|endofrecipe|>"
8641;"<|startofrecipe|>ingredients:
chicken
lemon rind
rosemary
black pepper
clove garlic
mustard
orange wedges
directions:
preheat broiler.
line broiler pan with foil.
arrange chicken quarters, bone side up.
sprinkle with lemon, rosemary, pepper and garlic.
broil 6 inches from broiler for 10 to 15 minutes.
remove pan from oven.
turn over and cook until juice runs clear (another 15 to 20 minutes).
remove from oven and coat chicken with mustard.
cook until brown.
serve with orange wedges.<|endofrecipe|>"
8642;"<|startofrecipe|>ingredients:
shortening
sugar
pumpkin
eggs
vanilla
flour
baking powder
baking soda
salt
cinnamon
nutmeg
allspice
raisins
nuts
directions:
cream together the shortening and 2 cups of sugar.
add pumpkin, eggs and vanilla.
sift together the flour, baking powder, baking soda, salt, cinnamon, nutmeg and allspice.
add to creamed mixture.
combine ingredients.
drop by spoonfuls onto greased baking sheet approximately 1 inch apart.
bake at 350° for 13 to 15 minutes.
frost with buttercream frosting.<|endofrecipe|>"
8643;"<|startofrecipe|>ingredients:
butter
sugar
lemon juice
lemon rind
egg yolks
flour
milk
directions:
mix all ingredients and cook on medium heat until thickened. serve warm on gingerbread.<|endofrecipe|>"
8644;"<|startofrecipe|>ingredients:
flour
sugar
salt
soda
eggs
fruit cocktail
milk
margarine
sugar
nuts
coconut flakes
directions:
mix flour, 1 1/2 cups sugar, salt, soda, eggs and fruit cocktail with juice.
cook in a 10 x 13-inch ungreased pan at 300° until firm.
while hot, add topping.
place on rack to cool; don't remove from pan.<|endofrecipe|>"
8645;"<|startofrecipe|>ingredients:
flour
warm beer
sugar
butter
directions:
mix flour, warm beer and sugar together; do not knead.
put into a greased 4 1/2 x 9-inch loaf pan.
melt butter and pour over bread after baked.
bake at 350° for 1 hour or until golden brown. cool 5 minutes, then turn out of pan.
serve and enjoy.<|endofrecipe|>"
8646;"<|startofrecipe|>ingredients:
white chocolate
cap'n
rice krispies
colored marshmallows
peanuts
directions:
melt bark at 250° (low) until soft in a heavy pan (do not overheat).
toss the dry ingredients together and add to the melted chocolate in the heavy pan.
drop from teaspoon onto wax paper.
makes 60.
can use colored chocolate for special occasions.<|endofrecipe|>"
8647;"<|startofrecipe|>ingredients:
cream of celery soup
cream of chicken soup
milk
leftover turkey
salt
directions:
combine all ingredients in a large saucepan. cook for about 10 minutes. add seasoning to taste. serve hot.<|endofrecipe|>"
8648;"<|startofrecipe|>ingredients:
sour cream
flour
sugar
vanilla
salt
egg
fresh blueberries
shell
flour
butter
pecans
directions:
combine sour cream, 2 tablespoons flour, sugar, vanilla, salt and egg.
beat 5 minutes at medium speed of electric mixer; fold in blueberries.
pour into pie shell.
bake at 375° for 25 minutes.
remove from oven.
combine remaining flour, butter and nuts.
sprinkle over top of pie and bake an additional 10 minutes. chill before serving.<|endofrecipe|>"
8649;"<|startofrecipe|>ingredients:
head broccoli
grated cheese
crisp bacon
onion
mayonnaise
sugar
vinegar
directions:
mix together the mayonnaise, sugar and vinegar.
pour over other ingredients.
stir until well mixed.<|endofrecipe|>"
8650;"<|startofrecipe|>ingredients:
pumpkin
milk
eggs
cinnamon
cloves
nutmeg
ginger
salt
sugar
yellow cake mix
pecans
butter
directions:
blend first 9 ingredients and beat well.
pour into a lightly greased 9 x 13-inch pan.
then sprinkle cake mix and pecans over mixture.
drizzle melted butter on top.
bake at 350° for 50 minutes.<|endofrecipe|>"
8651;"<|startofrecipe|>ingredients:
fresh fruit
directions:
prepare gelatin as directed on package.
chill until slightly thickened.
set aside 1/3 cup.
add fruit to remaining gelatin; spoon into 4 or 5 glasses.
tilt; chill until set.
meanwhile, fold whipped topping into measured gelatin.
spoon topping mixture into glasses.
chill.
garnish as desired.
makes 4 or 5 servings.<|endofrecipe|>"
8652;"<|startofrecipe|>ingredients:
flour
margarine
powdered sugar
eggs
sugar
baking powder
salt
lemon juice
powdered sugar
directions:
mix flour, margarine and 1/4 cup powdered sugar.
press into ungreased square 8 x 8 x 2-inch pan.
bake 20 minutes.<|endofrecipe|>"
8653;"<|startofrecipe|>ingredients:
bananas
lemons
orange juice
pineapple juice
sugar
directions:
recipe will make 2 batches of punch.<|endofrecipe|>"
8654;"<|startofrecipe|>ingredients:
ground beef
egg
whole wheat bread crumbs
cheddar cheese
onion
worcestershire sauce
parsley
basil
pepper
oil
mushrooms
flour
beef broth
white wine
directions:
mix meat, egg, bread crumbs, cheese, onion, worcestershire sauce, parsley, basil and pepper.
shape mixture into 12 meatballs. brown on all sides in oil in a large skillet about 5 minutes. remove meatballs from skillet.
cook and stir mushrooms in same skillet 2 to 3 minutes or until tender.<|endofrecipe|>"
8655;"<|startofrecipe|>ingredients:
cream cheese
cheddar cheese
scallion
chives
parsley
dry mustard
pecans
directions:
combine cheese, scallion, chives, parsley and mustard.
form into a ball.
cover with plastic wrap and refrigerate until firm, approximately one hour.
roll in pecans.<|endofrecipe|>"
8656;"<|startofrecipe|>ingredients:
vegetable oil
flour
onion
garlic
okra
water
extra oil
bell pepper
green onions
parsley
stalks celery
worcestershire sauce
tabasco sauce
basil
thyme
rosemary
lemon juice
bay leaves
gumbo file
salt
tomatoes
seafood of your choice
directions:
in a large, heavy pot, heat the 1/2 cup vegetable oil.
add the flour to the oil to make a dark-reddish brown roux.
continue stirring on low heat until roux is reddish-brown.
if roux burns, start over because gumbo will taste burned.
add onions, green onions, celery, bell pepper, garlic, salt and parsley.
cook until onions are transparent (30 minutes).
in a separate skillet, fry okra in a small amount of oil until okra is soft.
add tomatoes to vegetables.
add okra and all other ingredients except meat and file.
add water.
if using chicken and sausage, add meat now.
if making seafood, add during the last 30 minutes of cooking.
simmer 2 1/2 to 3 hours.
serve over rice.
sprinkle file over gumbo to taste.<|endofrecipe|>"
8657;"<|startofrecipe|>ingredients:
strawberry
water
strawberries
bananas
pineapple
walnuts
sour cream
directions:
dissolve jell-o in water.
add frozen strawberries until they have separated.
add bananas, pineapple and nuts.
place 1/2 mixture in bowl, let it set in refrigerator.
when set, add sour cream and place rest of jell-o mixture on top.
refrigerate.<|endofrecipe|>"
8658;"<|startofrecipe|>ingredients:
rhubarb
sugar
flour
salt
nutmeg
eggs
milk
butter
directions:
wash and dice unpeeled rhubarb and mix with sugar, flour, salt and nutmeg.
beat eggs slightly, add milk.
combine with rhubarb mixture.
place in pie shell and dot with butter.
bake at 400° for 50 minutes.
make one single crust 9-inch pie pan.<|endofrecipe|>"
8659;"<|startofrecipe|>ingredients:
flour
baking powder
soda
cinnamon
brown sugar
milk
egg
oats
directions:
mix well.
spoon batter into greased muffin pans.
cook 25 minutes at 275°.<|endofrecipe|>"
8660;"<|startofrecipe|>ingredients:
sugar
flour
cocoa
egg yolks
vanilla
milk
pie shell
directions:
*keep egg whites for meringue.<|endofrecipe|>"
8661;"<|startofrecipe|>ingredients:
butter
sour cream
bisquick
directions:
mix together.
drop into ungreased muffin tin.
fill to 3/4. bake at 400° for 10 to 15 minutes.<|endofrecipe|>"
8662;"<|startofrecipe|>ingredients:
navy beans
potatoes
carrots
onion
garlic powder
salt
roll
directions:
combine all ingredients except sausage and simmer on low. heat until carrots and potatoes are tender.
add sausage last but be sure it heats thoroughly.
good served with a green salad and hi ho crackers.
serves 6 people.<|endofrecipe|>"
8663;"<|startofrecipe|>ingredients:
boneless beef sirloin
vegetable oil
broccoli flowerets
onion
garlic powder
campbell's cream
water
soy sauce
directions:
slice beef across the grain into thin strips.
heat oil in skillet; cook beef until browned, stirring often.
remove beef from skillet.
in remaining 1 tablespoon hot oil, cook broccoli and onion with garlic powder until tender-crisp, stirring often. add soup, water and soy.
heat to boiling.
return beef to skillet.
heat through, stirring occasionally.
serve over rice. serves 4.<|endofrecipe|>"
8664;"<|startofrecipe|>ingredients:
head lettuce
onion
bell pepper
celery
green peas
mayonnaise
sugar
parmesan cheese
bacon
directions:
arrange 1/2 lettuce in bottom of glass bowl.
in layers, add onion, bell pepper, celery, peas and other lettuce on top.
mix mayonnaise, cheese and sugar. spread over top.
sprinkle crumbled bacon over top.
refrigerate at least 4 hours before serving.
may be made the night before.<|endofrecipe|>"
8665;"<|startofrecipe|>ingredients:
pork
bacon
onion
green pepper
worcestershire sauce
molasses
brown sugar
tabasco sauce
directions:
mix together.
pour into large casserole (2-quart).
bake at 375° for 45 minutes.<|endofrecipe|>"
